adm2_code,adm1_code,year,yield,area_harvested_obs,phen_gup,phen_dor
US19161,US19,2010,189.69999999999874,168500.0,146,284
US19161,US19,2011,183.4000000000009,178500.0,146,284
US19161,US19,2012,130.69999999999945,177100.0,146,284
US19161,US19,2013,142.59999999999908,172500.0,146,284
US19161,US19,2014,179.8000000000012,163600.0,146,284
US19161,US19,2015,204.8000000000014,163100.0,146,284
US19161,US19,2016,214.3000000000015,167300.0,146,284
US19161,US19,2017,194.5,159000.0,146,284
US19161,US19,2018,,,146,284
US19163,US19,2003,180.900000000001,110000.0,134,287
US19163,US19,2004,191.9000000000006,110500.0,134,287
US19163,US19,2005,148.90000000000094,112000.0,134,287
US19163,US19,2006,170.5,100800.0,134,287
US19163,US19,2007,182.19999999999877,122600.0,134,287
US19163,US19,2008,184.0,110500.0,134,287
US19163,US19,2009,184.09999999999917,114000.0,134,287
US19163,US19,2010,151.90000000000094,110500.0,134,287
US19163,US19,2011,174.19999999999885,114000.0,134,287
US19163,US19,2012,131.69999999999942,112200.0,134,287
US19163,US19,2013,167.80000000000106,108000.0,134,287
US19163,US19,2014,194.5,105700.0,134,287
US19163,US19,2015,195.90000000000043,107500.0,134,287
US19163,US19,2016,216.0,104500.0,134,287
US19163,US19,2017,220.0,106500.0,134,287
US19163,US19,2018,,,134,287
US19165,US19,2003,134.4000000000009,151000.0,136,286
US19165,US19,2004,177.09999999999897,154000.0,136,286
US19165,US19,2005,171.69999999999888,154500.0,136,286
US19165,US19,2006,171.19999999999888,156200.0,136,286
US19165,US19,2007,167.30000000000106,170500.0,136,286
US19165,US19,2008,190.0,167500.0,136,286
US19165,US19,2009,202.90000000000023,173500.0,136,286
US19165,US19,2010,171.599999999999,175000.0,136,286
US19165,US19,2011,173.59999999999897,181200.0,136,286
US19165,US19,2012,137.80000000000067,187500.0,136,286
US19165,US19,2013,182.59999999999908,182200.0,136,286
US19165,US19,2014,185.19999999999877,179300.0,136,286
US19165,US19,2015,195.30000000000132,164000.0,136,286
US19165,US19,2016,215.3000000000015,176800.0,136,286
US19165,US19,2017,207.09999999999988,170200.0,136,286
US19165,US19,2018,,,136,286
US19167,US19,2003,169.6999999999989,214500.0,147,285
US19167,US19,2004,187.59999999999928,230000.0,147,285
US19167,US19,2005,185.30000000000123,236000.0,147,285
US19167,US19,2006,162.90000000000097,234500.0,147,285
US19167,US19,2007,156.90000000000094,240300.0,147,285
US19167,US19,2008,195.0,231000.0,147,285
US19167,US19,2009,201.6999999999986,226000.0,147,285
US19167,US19,2010,196.5,229000.0,147,285
US19167,US19,2011,177.59999999999897,252500.0,147,285
US19167,US19,2012,143.19999999999922,225500.0,147,285
US19167,US19,2013,194.09999999999948,228000.0,147,285
US19167,US19,2014,187.40000000000072,215500.0,147,285
US19167,US19,2015,201.9000000000003,238000.0,147,285
US19167,US19,2016,212.19999999999857,207000.0,147,285
US19167,US19,2017,220.69999999999848,209000.0,147,285
US19167,US19,2018,,,147,285
US19169,US19,2003,164.5,159000.0,144,277
US19169,US19,2004,188.09999999999928,161000.0,144,277
US19169,US19,2005,187.59999999999928,166500.0,144,277
US19169,US19,2006,184.09999999999917,158000.0,144,277
US19169,US19,2007,180.6999999999988,187200.0,144,277
US19169,US19,2008,160.0,169000.0,144,277
US19169,US19,2009,174.69999999999885,170500.0,144,277
US19169,US19,2010,163.90000000000097,163500.0,144,277
US19169,US19,2011,163.19999999999897,172900.0,144,277
US19169,US19,2012,157.59999999999906,171900.0,144,277
US19169,US19,2013,137.19999999999933,158100.0,144,277
US19169,US19,2014,169.900000000001,158500.0,144,277
US19169,US19,2015,188.0,161100.0,144,277
US19169,US19,2016,211.9,171800.0,144,277
US19169,US19,2017,200.30000000000135,166100.0,144,277
US19169,US19,2018,,,144,277
US19171,US19,2003,156.19999999999905,157500.0,137,286
US19171,US19,2004,186.5,163500.0,137,286
US19171,US19,2005,181.40000000000094,167000.0,137,286
US19171,US19,2006,172.69999999999885,160300.0,137,286
US19171,US19,2007,174.80000000000115,175700.0,137,286
US19171,US19,2008,179.0,156000.0,137,286
US19171,US19,2009,182.30000000000123,172500.0,137,286
US19171,US19,2010,176.69999999999882,165000.0,137,286
US19171,US19,2011,162.0,174100.0,137,286
US19171,US19,2012,160.199999999999,169100.0,137,286
US19171,US19,2013,158.69999999999902,169500.0,137,286
US19171,US19,2014,182.69999999999877,161400.0,137,286
US19171,US19,2015,189.5,166600.0,137,286
US19171,US19,2016,208.4000000000001,163800.0,137,286
US19171,US19,2017,220.60000000000025,166000.0,137,286
US19171,US19,2018,,,137,286
US19173,US19,2003,116.4000000000008,66000.0,116,296
US19173,US19,2004,157.90000000000094,70000.0,116,296
US19173,US19,2005,156.80000000000095,69000.0,116,296
US19173,US19,2006,142.40000000000092,70200.0,116,296
US19173,US19,2007,137.5999999999991,73800.0,116,296
US19173,US19,2008,135.0,69000.0,116,296
US19173,US19,2009,150.19999999999914,81300.0,116,296
US19173,US19,2010,122.1999999999996,77500.0,116,296
US19173,US19,2011,140.5,86700.0,116,296
US19173,US19,2012,91.70000000000044,84500.0,116,296
US19173,US19,2013,136.19999999999933,89000.0,116,296
US19173,US19,2014,178.8000000000012,88600.0,116,296
US19173,US19,2016,159.90000000000097,81200.0,116,296
US19173,US19,2017,175.0,79100.0,116,296
US19173,US19,2018,,,116,296
US19175,US19,2003,106.69999999999997,50500.0,115,302
US19175,US19,2004,160.40000000000097,53000.0,115,302
US19175,US19,2005,157.19999999999905,52000.0,115,302
US19175,US19,2006,153.59999999999906,53300.0,115,302
US19175,US19,2007,154.09999999999906,60200.0,115,302
US19175,US19,2008,148.0,54000.0,115,302
US19175,US19,2009,153.80000000000092,59600.0,115,302
US19175,US19,2010,113.1999999999998,51500.0,115,302
US19175,US19,2011,132.5999999999991,58500.0,115,302
US19175,US19,2012,87.29999999999949,57300.0,115,302
US19175,US19,2013,137.0,56700.0,115,302
US19175,US19,2014,176.09999999999897,51600.0,115,302
US19175,US19,2016,183.0,54700.0,115,302
US19175,US19,2017,147.90000000000094,49800.0,115,302
US19175,US19,2018,,,115,302
US19177,US19,2003,141.90000000000092,43000.0,120,289
US19177,US19,2004,175.40000000000103,43500.0,120,289
US19177,US19,2005,124.0,45000.0,120,289
US19177,US19,2006,157.80000000000095,45600.0,120,289
US19177,US19,2007,165.80000000000106,50300.0,120,289
US19177,US19,2008,146.0,44500.0,120,289
US19177,US19,2009,148.59999999999906,46400.0,120,289
US19177,US19,2010,90.79999999999953,46500.0,120,289
US19177,US19,2011,100.9000000000007,47300.0,120,289
US19177,US19,2012,110.30000000000013,49800.0,120,289
US19177,US19,2013,144.09999999999908,46200.0,120,289
US19177,US19,2014,192.19999999999868,51800.0,120,289
US19177,US19,2015,158.30000000000098,47800.0,120,289
US19177,US19,2016,189.0,52700.0,120,289
US19177,US19,2017,128.19999999999948,42800.0,120,289
US19177,US19,2018,,,120,289
US19179,US19,2003,128.19999999999948,55000.0,126,286
US19179,US19,2004,183.30000000000123,57000.0,126,286
US19179,US19,2005,136.0999999999991,58500.0,126,286
US19179,US19,2006,164.90000000000097,53400.0,126,286
US19179,US19,2007,167.099999999999,67800.0,126,286
US19179,US19,2008,138.0,56500.0,126,286
US19179,US19,2009,156.59999999999906,62800.0,126,286
US19179,US19,2010,100.20000000000016,54000.0,126,286
US19179,US19,2011,127.3000000000005,59800.0,126,286
US19179,US19,2012,92.59999999999938,59300.0,126,286
US19179,US19,2013,150.40000000000094,54000.0,126,286
US19179,US19,2014,195.19999999999868,58500.0,126,286
US19179,US19,2015,159.30000000000098,56200.0,126,286
US19179,US19,2016,196.9000000000004,59900.0,126,286
US19179,US19,2017,153.0,53300.0,126,286
US19179,US19,2018,,,126,286
US19181,US19,2003,135.80000000000064,64500.0,120,298
US19181,US19,2004,167.599999999999,68000.0,120,298
US19181,US19,2005,157.09999999999906,71000.0,120,298
US19181,US19,2006,164.90000000000097,67100.0,120,298
US19181,US19,2007,157.40000000000094,73600.0,120,298
US19181,US19,2008,135.0,68000.0,120,298
US19181,US19,2009,160.199999999999,66400.0,120,298
US19181,US19,2010,102.4000000000007,65500.0,120,298
US19181,US19,2011,129.09999999999914,67200.0,120,298
US19181,US19,2012,103.5,68300.0,120,298
US19181,US19,2013,146.6999999999992,63400.0,120,298
US19181,US19,2014,169.900000000001,66700.0,120,298
US19181,US19,2015,170.30000000000112,63200.0,120,298
US19181,US19,2016,184.59999999999917,66300.0,120,298
US19181,US19,2017,183.19999999999877,58300.0,120,298
US19181,US19,2018,,,120,298
US19183,US19,2003,161.5,113600.0,129,286
US19183,US19,2004,181.90000000000094,114000.0,129,286
US19183,US19,2005,153.0,113000.0,129,286
US19183,US19,2006,184.40000000000083,109900.0,129,286
US19183,US19,2007,174.09999999999897,128300.0,129,286
US19183,US19,2008,180.0,120000.0,129,286
US19183,US19,2009,171.099999999999,126000.0,129,286
US19183,US19,2010,132.5,121000.0,129,286
US19183,US19,2011,156.30000000000095,125400.0,129,286
US19183,US19,2012,132.0999999999991,125000.0,129,286
US19183,US19,2013,159.0,120200.0,129,286
US19183,US19,2014,191.30000000000126,116000.0,129,286
US19183,US19,2015,195.0,116000.0,129,286
US19183,US19,2016,208.19999999999857,116400.0,129,286
US19183,US19,2017,220.39999999999975,119700.0,129,286
US19183,US19,2018,,,129,286
US19185,US19,2003,130.40000000000086,46000.0,108,303
US19185,US19,2004,156.80000000000095,47000.0,108,303
US19185,US19,2005,157.0,45000.0,108,303
US19185,US19,2006,145.0,46900.0,108,303
US19185,US19,2007,150.19999999999914,50400.0,108,303
US19185,US19,2008,103.0,44500.0,108,303
US19185,US19,2009,142.69999999999925,50600.0,108,303
US19185,US19,2010,73.0999999999996,52000.0,108,303
US19185,US19,2011,126.0,57700.0,108,303
US19185,US19,2012,55.70000000000038,55900.0,108,303
US19185,US19,2013,125.09999999999916,57400.0,108,303
US19185,US19,2014,171.900000000001,55600.0,108,303
US19185,US19,2015,158.0,62500.0,108,303
US19185,US19,2016,174.5,57900.0,108,303
US19185,US19,2018,,,108,303
US19187,US19,2003,174.5,184000.0,150,276
US19187,US19,2004,192.30000000000132,193000.0,150,276
US19187,US19,2005,190.09999999999937,198500.0,150,276
US19187,US19,2006,173.30000000000115,197000.0,150,276
US19187,US19,2007,182.59999999999908,221500.0,150,276
US19187,US19,2008,167.0,217000.0,150,276
US19187,US19,2009,177.30000000000118,212500.0,150,276
US19187,US19,2010,168.400000000001,210500.0,150,276
US19187,US19,2011,190.59999999999937,215500.0,150,276
US19187,US19,2012,149.19999999999914,224500.0,150,276
US19187,US19,2013,137.5999999999991,206000.0,150,276
US19187,US19,2014,190.0,213500.0,150,276
US19187,US19,2015,201.0,206000.0,150,276
US19187,US19,2016,200.80000000000135,227500.0,150,276
US19187,US19,2017,197.9000000000004,201000.0,150,276
US19187,US19,2018,,,150,276
US19189,US19,2003,162.09999999999903,120000.0,153,281
US19189,US19,2004,178.8000000000012,125500.0,153,281
US19189,US19,2005,189.59999999999937,127000.0,153,281
US19189,US19,2006,173.90000000000103,124600.0,153,281
US19189,US19,2007,186.0999999999992,143000.0,153,281
US19189,US19,2008,177.0,128000.0,153,281
US19189,US19,2009,180.400000000001,120000.0,153,281
US19189,US19,2010,184.09999999999917,121500.0,153,281
US19189,US19,2011,176.59999999999897,128800.0,153,281
US19189,US19,2012,161.09999999999903,130500.0,153,281
US19189,US19,2013,149.09999999999906,109700.0,153,281
US19189,US19,2014,172.69999999999885,133600.0,153,281
US19189,US19,2015,203.5999999999998,124100.0,153,281
US19189,US19,2016,197.9000000000004,137500.0,153,281
US19189,US19,2017,210.69999999999857,122600.0,153,281
US19189,US19,2018,,,153,281
US19191,US19,2003,146.6999999999992,121000.0,126,298
US19191,US19,2004,169.900000000001,125000.0,126,298
US19191,US19,2005,186.40000000000074,125000.0,126,298
US19191,US19,2006,171.900000000001,123100.0,126,298
US19191,US19,2007,174.0,145500.0,126,298
US19191,US19,2008,171.0,133000.0,126,298
US19191,US19,2009,171.30000000000112,139000.0,126,298
US19191,US19,2010,190.5,140500.0,126,298
US19191,US19,2011,186.19999999999877,147500.0,126,298
US19191,US19,2012,140.5999999999991,154900.0,126,298
US19191,US19,2013,181.8000000000012,132500.0,126,298
US19191,US19,2014,174.0,149800.0,126,298
US19191,US19,2015,185.5999999999992,158300.0,126,298
US19191,US19,2016,210.69999999999857,156000.0,126,298
US19191,US19,2017,199.69999999999865,157400.0,126,298
US19191,US19,2018,,,126,298
US19193,US19,2003,153.40000000000094,181500.0,139,288
US19193,US19,2004,166.099999999999,196500.0,139,288
US19193,US19,2005,172.19999999999888,203000.0,139,288
US19193,US19,2006,129.40000000000086,198700.0,139,288
US19193,US19,2007,153.59999999999906,226500.0,139,288
US19193,US19,2008,185.0,215500.0,139,288
US19193,US19,2009,186.30000000000123,216000.0,139,288
US19193,US19,2010,164.30000000000103,202000.0,139,288
US19193,US19,2011,173.30000000000115,218000.0,139,288
US19193,US19,2012,134.8000000000006,224000.0,139,288
US19193,US19,2013,164.19999999999897,220000.0,139,288
US19193,US19,2014,177.5,216000.0,139,288
US19193,US19,2015,202.3000000000014,217000.0,139,288
US19193,US19,2016,203.6999999999986,210000.0,139,288
US19193,US19,2017,200.5,186000.0,139,288
US19193,US19,2018,,,139,288
US19195,US19,2003,157.40000000000094,108000.0,150,282
US19195,US19,2004,170.19999999999888,112500.0,150,282
US19195,US19,2005,187.90000000000072,110000.0,150,282
US19195,US19,2006,172.5,111100.0,150,282
US19195,US19,2007,174.80000000000115,124500.0,150,282
US19195,US19,2008,171.0,114000.0,150,282
US19195,US19,2009,180.900000000001,114000.0,150,282
US19195,US19,2010,193.19999999999868,118000.0,150,282
US19195,US19,2011,173.0,121300.0,150,282
US19195,US19,2012,143.09999999999908,125200.0,150,282
US19195,US19,2013,150.69999999999914,88300.0,150,282
US19195,US19,2014,181.5,122200.0,150,282
US19195,US19,2015,202.0999999999997,109600.0,150,282
US19195,US19,2016,191.5,118800.0,150,282
US19195,US19,2017,198.5,104400.0,150,282
US19195,US19,2018,,,150,282
US19197,US19,2003,165.599999999999,174500.0,152,278
US19197,US19,2004,186.5,173000.0,152,278
US19197,US19,2005,183.0,177000.0,152,278
US19197,US19,2006,181.5,174700.0,152,278
US19197,US19,2007,182.40000000000092,196300.0,152,278
US19197,US19,2008,164.0,181500.0,152,278
US19197,US19,2009,179.0,180000.0,152,278
US19197,US19,2010,150.0,173000.0,152,278
US19197,US19,2011,189.90000000000063,183600.0,152,278
US19197,US19,2012,153.69999999999908,187400.0,152,278
US19197,US19,2013,168.8000000000011,173500.0,152,278
US19197,US19,2014,169.400000000001,183500.0,152,278
US19197,US19,2015,198.40000000000035,176900.0,152,278
US19197,US19,2016,200.19999999999865,198000.0,152,278
US19197,US19,2017,206.90000000000012,182400.0,152,278
US19197,US19,2018,,,152,278
US20001,US20,2003,78.0,22100.0,90,295
US20001,US20,2004,128.0,20800.0,90,295
US20001,US20,2005,106.0,24900.0,90,295
US20001,US20,2006,89.0,23800.0,90,295
US20001,US20,2007,113.0,20300.0,90,295
US20001,US20,2009,115.0,26000.0,90,295
US20001,US20,2010,108.19999999999992,32000.0,90,295
US20001,US20,2011,33.29999999999985,37500.0,90,295
US20001,US20,2012,37.399999999999764,35500.0,90,295
US20001,US20,2013,100.09999999999933,27200.0,90,295
US20001,US20,2014,150.80000000000086,31400.0,90,295
US20001,US20,2015,128.5,31390.0,90,295
US20001,US20,2017,125.40000000000084,28290.0,90,295
US20001,US20,2018,,,90,295
US20003,US20,2003,65.0,33000.0,95,296
US20003,US20,2004,115.0,34300.0,95,296
US20003,US20,2005,101.0,41000.0,95,296
US20003,US20,2006,83.0,36200.0,95,296
US20003,US20,2007,114.0,35400.0,95,296
US20003,US20,2009,115.0,42500.0,95,296
US20003,US20,2010,85.5,45000.0,95,296
US20003,US20,2011,48.100000000000136,49000.0,95,296
US20003,US20,2012,35.29999999999981,40400.0,95,296
US20003,US20,2013,88.29999999999949,39500.0,95,296
US20003,US20,2014,149.09999999999906,43700.0,95,296
US20003,US20,2015,129.5,41840.0,95,296
US20003,US20,2016,121.69999999999962,49390.0,95,296
US20003,US20,2017,119.90000000000082,41790.0,95,296
US20003,US20,2018,,,95,296
US20005,US20,2003,60.0,45300.0,105,298
US20005,US20,2004,139.0,51400.0,105,298
US20005,US20,2005,121.0,55900.0,105,298
US20005,US20,2006,111.0,52600.0,105,298
US20005,US20,2007,124.0,58000.0,105,298
US20005,US20,2008,132.0,56000.0,105,298
US20005,US20,2009,152.0,63000.0,105,298
US20005,US20,2010,108.90000000000074,61300.0,105,298
US20005,US20,2011,128.19999999999948,64000.0,105,298
US20005,US20,2012,58.5,62900.0,105,298
US20005,US20,2013,129.09999999999914,66200.0,105,298
US20005,US20,2014,183.80000000000123,60800.0,105,298
US20005,US20,2015,136.0,57370.0,105,298
US20005,US20,2016,150.59999999999906,66990.0,105,298
US20005,US20,2017,149.0,63980.0,105,298
US20005,US20,2018,,,105,298
US20009,US20,2003,150.0,22400.0,87,276
US20009,US20,2004,195.0,19000.0,87,276
US20009,US20,2005,144.0,26800.0,87,276
US20009,US20,2006,138.0,22200.0,87,276
US20009,US20,2007,157.0,28600.0,87,276
US20009,US20,2008,162.0,23200.0,87,276
US20009,US20,2009,165.0,31500.0,87,276
US20009,US20,2010,132.3000000000006,33700.0,87,276
US20009,US20,2011,123.0,23000.0,87,276
US20009,US20,2012,137.30000000000067,16100.0,87,276
US20009,US20,2013,161.09999999999903,19900.0,87,276
US20009,US20,2014,175.30000000000115,26200.0,87,276
US20009,US20,2016,149.80000000000086,33300.0,87,276
US20009,US20,2018,,,87,276
US20011,US20,2003,67.0,8500.0,88,300
US20011,US20,2004,110.0,7200.0,88,300
US20011,US20,2005,117.0,8300.0,88,300
US20011,US20,2006,97.0,6900.0,88,300
US20011,US20,2007,101.0,5900.0,88,300
US20011,US20,2008,88.0,7300.0,88,300
US20011,US20,2011,46.3999999999998,14000.0,88,300
US20011,US20,2012,40.0,12200.0,88,300
US20011,US20,2013,86.40000000000057,10700.0,88,300
US20011,US20,2014,150.19999999999914,13800.0,88,300
US20011,US20,2015,109.0,12300.0,88,300
US20011,US20,2016,126.90000000000084,14300.0,88,300
US20011,US20,2017,131.69999999999942,11300.0,88,300
US20011,US20,2018,,,88,300
US20013,US20,2003,80.0,99300.0,118,288
US20013,US20,2004,167.0,103500.0,118,288
US20013,US20,2005,142.0,106900.0,118,288
US20013,US20,2006,118.0,103100.0,118,288
US20013,US20,2007,118.0,115600.0,118,288
US20013,US20,2008,139.0,103600.0,118,288
US20013,US20,2009,174.0,117000.0,118,288
US20013,US20,2010,132.5999999999991,114000.0,118,288
US20013,US20,2011,161.09999999999903,117700.0,118,288
US20013,US20,2012,114.90000000000077,119500.0,118,288
US20013,US20,2013,171.5,121200.0,118,288
US20013,US20,2014,196.0,116910.0,118,288
US20013,US20,2015,173.19999999999885,115220.0,118,288
US20013,US20,2016,163.59999999999903,126290.0,118,288
US20013,US20,2017,146.40000000000094,114240.0,118,288
US20013,US20,2018,,,118,288
US20015,US20,2003,73.0,32200.0,81,286
US20015,US20,2004,110.0,40100.0,81,286
US20015,US20,2005,90.0,50400.0,81,286
US20015,US20,2006,68.0,44300.0,81,286
US20015,US20,2007,115.0,41500.0,81,286
US20015,US20,2008,116.0,52600.0,81,286
US20015,US20,2009,120.0,56500.0,81,286
US20015,US20,2010,94.59999999999937,60500.0,81,286
US20015,US20,2011,26.300000000000004,55500.0,81,286
US20015,US20,2012,60.90000000000019,62600.0,81,286
US20015,US20,2013,78.40000000000047,65900.0,81,286
US20015,US20,2014,124.80000000000045,63200.0,81,286
US20015,US20,2015,131.80000000000058,60980.0,81,286
US20015,US20,2016,121.5,70790.0,81,286
US20015,US20,2017,116.69999999999972,67850.0,81,286
US20015,US20,2018,,,81,286
US20021,US20,2003,103.0,29000.0,67,277
US20021,US20,2004,125.0,33000.0,67,277
US20021,US20,2005,123.0,44900.0,67,277
US20021,US20,2006,103.0,43900.0,67,277
US20021,US20,2007,122.0,44700.0,67,277
US20021,US20,2008,79.0,47700.0,67,277
US20021,US20,2009,109.0,47000.0,67,277
US20021,US20,2010,115.5999999999992,56000.0,67,277
US20021,US20,2011,29.20000000000007,56500.0,67,277
US20021,US20,2012,50.0,56400.0,67,277
US20021,US20,2013,71.40000000000038,44600.0,67,277
US20021,US20,2014,155.80000000000095,52500.0,67,277
US20021,US20,2015,125.5,50080.0,67,277
US20021,US20,2016,144.59999999999908,55380.0,67,277
US20021,US20,2017,141.69999999999925,60370.0,67,277
US20021,US20,2018,,,67,277
US20023,US20,2003,140.0,21400.0,96,280
US20023,US20,2004,172.0,22600.0,96,280
US20023,US20,2005,141.0,25100.0,96,280
US20023,US20,2006,146.0,33600.0,96,280
US20023,US20,2007,151.0,49200.0,96,280
US20023,US20,2010,144.30000000000078,61000.0,96,280
US20023,US20,2011,118.5999999999992,68000.0,96,280
US20023,US20,2012,99.90000000000067,56500.0,96,280
US20023,US20,2015,153.40000000000094,44700.0,96,280
US20023,US20,2016,154.69999999999905,69900.0,96,280
US20023,US20,2017,136.9000000000009,68100.0,96,280
US20023,US20,2018,,,96,280
US20027,US20,2003,126.0,10600.0,104,286
US20027,US20,2004,173.0,15800.0,104,286
US20027,US20,2005,150.0,19000.0,104,286
US20027,US20,2006,134.0,15100.0,104,286
US20027,US20,2007,146.0,19900.0,104,286
US20027,US20,2008,157.0,17900.0,104,286
US20027,US20,2010,149.40000000000094,26500.0,104,286
US20027,US20,2017,143.90000000000092,46500.0,104,286
US20027,US20,2018,,,104,286
US20029,US20,2003,146.0,10700.0,96,286
US20029,US20,2004,180.0,11400.0,96,286
US20029,US20,2005,156.0,16800.0,96,286
US20029,US20,2006,111.0,17100.0,96,286
US20029,US20,2007,127.0,16800.0,96,286
US20029,US20,2009,176.0,19000.0,96,286
US20029,US20,2010,131.19999999999942,25000.0,96,286
US20029,US20,2011,136.80000000000067,28000.0,96,286
US20029,US20,2012,108.09999999999926,27400.0,96,286
US20029,US20,2013,151.40000000000094,24900.0,96,286
US20029,US20,2015,178.0,22300.0,96,286
US20029,US20,2016,158.40000000000094,32000.0,96,286
US20029,US20,2018,,,96,286
US20031,US20,2003,66.0,22600.0,92,296
US20031,US20,2004,129.0,21700.0,92,296
US20031,US20,2005,101.0,24900.0,92,296
US20031,US20,2006,80.0,22900.0,92,296
US20031,US20,2007,118.0,25000.0,92,296
US20031,US20,2009,114.0,31500.0,92,296
US20031,US20,2010,88.59999999999941,30000.0,92,296
US20031,US20,2011,42.60000000000025,34500.0,92,296
US20031,US20,2012,41.10000000000024,27100.0,92,296
US20031,US20,2013,91.5,27000.0,92,296
US20031,US20,2014,124.5,27590.0,92,296
US20031,US20,2015,131.5,26380.0,92,296
US20031,US20,2016,116.80000000000028,34800.0,92,296
US20031,US20,2017,118.30000000000032,32790.0,92,296
US20031,US20,2018,,,92,296
US20035,US20,2003,97.0,7100.0,67,275
US20035,US20,2004,131.0,8600.0,67,275
US20035,US20,2005,94.0,10700.0,67,275
US20035,US20,2006,68.0,8100.0,67,275
US20035,US20,2007,115.0,8200.0,67,275
US20035,US20,2008,86.0,11300.0,67,275
US20035,US20,2010,105.8,18000.0,67,275
US20035,US20,2011,35.5,10000.0,67,275
US20035,US20,2012,44.89999999999975,13600.0,67,275
US20035,US20,2013,93.59999999999938,17000.0,67,275
US20035,US20,2014,142.59999999999908,18410.0,67,275
US20035,US20,2016,109.09999999999926,27980.0,67,275
US20035,US20,2017,81.79999999999951,22650.0,67,275
US20035,US20,2018,,,67,275
US20037,US20,2003,55.0,34100.0,75,293
US20037,US20,2004,125.0,32800.0,75,293
US20037,US20,2005,103.0,45300.0,75,293
US20037,US20,2006,86.0,39100.0,75,293
US20037,US20,2007,98.0,39600.0,75,293
US20037,US20,2010,111.40000000000076,45000.0,75,293
US20037,US20,2011,30.700000000000106,46000.0,75,293
US20037,US20,2012,48.89999999999988,49300.0,75,293
US20037,US20,2013,65.59999999999971,33300.0,75,293
US20037,US20,2014,155.0,45400.0,75,293
US20037,US20,2017,130.40000000000086,43290.0,75,293
US20037,US20,2018,,,75,293
US20039,US20,2003,54.0,36400.0,76,278
US20039,US20,2004,72.0,55200.0,76,278
US20039,US20,2005,81.0,61700.0,76,278
US20039,US20,2006,59.0,59200.0,76,278
US20039,US20,2007,94.0,82300.0,76,278
US20039,US20,2010,100.29999999999984,111500.0,76,278
US20039,US20,2011,98.20000000000022,105000.0,76,278
US20039,US20,2012,35.29999999999981,88500.0,76,278
US20039,US20,2013,39.399999999999764,82200.0,76,278
US20039,US20,2015,86.40000000000057,85260.0,76,278
US20039,US20,2016,107.40000000000074,104180.0,76,278
US20039,US20,2018,,,76,278
US20041,US20,2003,102.0,6000.0,69,281
US20041,US20,2004,154.0,9000.0,69,281
US20041,US20,2005,98.0,11700.0,69,281
US20041,US20,2006,71.0,10100.0,69,281
US20041,US20,2007,98.0,8300.0,69,281
US20041,US20,2009,143.0,12000.0,69,281
US20041,US20,2010,122.5,15900.0,69,281
US20041,US20,2011,63.29999999999958,16500.0,69,281
US20041,US20,2015,148.09999999999906,9920.0,69,281
US20041,US20,2017,109.80000000000013,22830.0,69,281
US20041,US20,2018,,,69,281
US20043,US20,2003,98.0,74900.0,116,286
US20043,US20,2004,171.0,75100.0,116,286
US20043,US20,2005,156.0,80100.0,116,286
US20043,US20,2006,139.0,73900.0,116,286
US20043,US20,2007,151.0,86500.0,116,286
US20043,US20,2008,182.0,80000.0,116,286
US20043,US20,2009,190.0,89000.0,116,286
US20043,US20,2010,140.69999999999925,79000.0,116,286
US20043,US20,2012,116.4000000000008,92100.0,116,286
US20043,US20,2013,171.30000000000112,94700.0,116,286
US20043,US20,2014,209.0,88000.0,116,286
US20043,US20,2016,186.59999999999926,98530.0,116,286
US20043,US20,2017,185.4000000000008,82280.0,116,286
US20043,US20,2018,,,116,286
US20045,US20,2003,79.0,26000.0,105,298
US20045,US20,2004,141.0,25100.0,105,298
US20045,US20,2005,108.0,27500.0,105,298
US20045,US20,2006,82.0,24700.0,105,298
US20045,US20,2007,122.0,24900.0,105,298
US20045,US20,2008,114.0,24900.0,105,298
US20045,US20,2009,142.0,27500.0,105,298
US20045,US20,2010,88.20000000000051,24000.0,105,298
US20045,US20,2011,83.7000000000005,27000.0,105,298
US20045,US20,2012,45.5,22400.0,105,298
US20045,US20,2013,127.40000000000086,26100.0,105,298
US20045,US20,2014,152.0,23710.0,105,298
US20045,US20,2015,138.0999999999991,24360.0,105,298
US20045,US20,2016,132.5999999999991,27890.0,105,298
US20045,US20,2017,148.69999999999916,25780.0,105,298
US20045,US20,2018,,,105,298
US20047,US20,2003,183.0,55200.0,100,271
US20047,US20,2004,203.0,54500.0,100,271
US20047,US20,2005,169.0,63600.0,100,271
US20047,US20,2006,149.0,56300.0,100,271
US20047,US20,2007,166.0,63200.0,100,271
US20047,US20,2008,158.0,64300.0,100,271
US20047,US20,2009,200.0,63500.0,100,271
US20047,US20,2010,160.0,70000.0,100,271
US20047,US20,2011,148.80000000000084,60000.0,100,271
US20047,US20,2012,161.40000000000097,63500.0,100,271
US20047,US20,2013,185.5,69000.0,100,271
US20047,US20,2014,184.90000000000083,61700.0,100,271
US20047,US20,2015,182.69999999999877,67100.0,100,271
US20047,US20,2018,,,100,271
US20055,US20,2003,177.0,66900.0,88,282
US20055,US20,2004,202.0,61000.0,88,282
US20055,US20,2005,191.0,73000.0,88,282
US20055,US20,2006,164.0,57700.0,88,282
US20055,US20,2007,185.0,93900.0,88,282
US20055,US20,2008,163.0,92400.0,88,282
US20055,US20,2009,202.0,93000.0,88,282
US20055,US20,2010,173.0,115000.0,88,282
US20055,US20,2011,145.0,91500.0,88,282
